# Omega OM-92b Logger 
Time Zone UTC + -4 hours

# Configuration :
DeviceID,15512
LoggingStart,Button Press
LoggingStartTime,05.31 13:25:00
LoggingInterval,1 hour
TemperatureLoggingEnable,true
TemperatureAlarmThresholdHigh,NA
TemperatureAlarmThresholdLow,NA
HumidityLoggingEnable,true
HumidityAlarmThresholdHigh,NA
HumidityAlarmThresholdLow,NA
Celcius/Fahrenheit,Celcius

,,# Sample Info :,,,,#Plot 
,,Data No,Date,Time,,Date/Time,Temperature,Humidity,DewPoint
,,22,2021-04-24,12:00:00,,2021-04-24 12:00:00,22.2549,26.5568,2.1231
,,23,2021-04-24,13:00:00,,2021-04-24 13:00:00,22.351,28.1071,3.00442
,,24,2021-04-24,14:00:00,,2021-04-24 14:00:00,22.4525,28.101,3.08857
,,25,2021-04-24,15:00:00,,2021-04-24 15:00:00,22.538,28.0949,3.15893
,,26,2021-04-24,16:00:00,,2021-04-24 16:00:00,22.6928,28.2963,3.39326
,,27,2021-04-24,17:00:00,,2021-04-24 17:00:00,22.3671,27.9057,2.91658
,,28,2021-04-24,18:00:00,,2021-04-24 18:00:00,22.0039,27.8172,2.55993
,,29,2021-04-24,19:00:00,,2021-04-24 19:00:00,21.833,28.0064,2.50856
,,30,2021-04-24,20:00:00,,2021-04-24 20:00:00,21.9718,28.452,2.85048
,,31,2021-04-24,21:00:00,,2021-04-24 21:00:00,22.2549,27.4601,2.59334
,,32,2021-04-24,22:00:00,,2021-04-24 22:00:00,22.1855,27.7317,2.67247
,,33,2021-04-24,23:00:00,,2021-04-24 23:00:00,22.0146,27.6463,2.48234
,,34,2021-04-25,00:00:00,,2021-04-25 00:00:00,21.9879,28.0339,2.65547
,,35,2021-04-25,01:00:00,,2021-04-25 01:00:00,22.0146,28.5557,2.93866
,,36,2021-04-25,02:00:00,,2021-04-25 02:00:00,22.1267,30.164,3.81225
,,37,2021-04-25,03:00:00,,2021-04-25 03:00:00,21.7208,32.1324,4.36045
,,38,2021-04-25,04:00:00,,2021-04-25 04:00:00,21.7742,34.1497,5.28048
,,39,2021-04-25,05:00:00,,2021-04-25 05:00:00,21.9718,35.5962,6.05372
,,40,2021-04-25,06:00:00,,2021-04-25 06:00:00,22.084,37.0306,6.72679
,,41,2021-04-25,07:00:00,,2021-04-25 07:00:00,21.9612,38.2025,7.07194
,,42,2021-04-25,08:00:00,,2021-04-25 08:00:00,22.0306,39.8108,7.73775
,,43,2021-04-25,09:00:00,,2021-04-25 09:00:00,22.0039,40.4303,7.94072
,,44,2021-04-25,10:00:00,,2021-04-25 10:00:00,22.0146,39.2248,7.50593
,,45,2021-04-25,11:00:00,,2021-04-25 11:00:00,21.8009,37.1466,6.52102
,,46,2021-04-25,12:00:00,,2021-04-25 12:00:00,22.3083,35.0103,6.11019
,,47,2021-04-25,13:00:00,,2021-04-25 13:00:00,21.9451,32.9686,4.92451
,,48,2021-04-25,14:00:00,,2021-04-25 14:00:00,21.817,30.9361,3.90307
,,49,2021-04-25,15:00:00,,2021-04-25 15:00:00,21.9879,28.9189,3.09427
,,50,2021-04-25,16:00:00,,2021-04-25 16:00:00,21.833,27.805,2.407
,,51,2021-04-25,17:00:00,,2021-04-25 17:00:00,21.9451,27.2465,2.21805
,,52,2021-04-25,18:00:00,,2021-04-25 18:00:00,22.116,26.8376,2.15202
,,53,2021-04-25,19:00:00,,2021-04-25 19:00:00,22.3243,26.273,2.03164
,,54,2021-04-25,20:00:00,,2021-04-25 20:00:00,22.1695,26.334,1.93204
,,55,2021-04-25,21:00:00,,2021-04-25 21:00:00,22.3671,25.0401,1.39582
,,56,2021-04-25,22:00:00,,2021-04-25 22:00:00,22.084,24.0452,0.592615
,,57,2021-04-25,23:00:00,,2021-04-25 23:00:00,22.0039,23.7064,0.328628
,,58,2021-04-26,00:00:00,,2021-04-26 00:00:00,22.1962,22.9984,0.0716391
,,59,2021-04-26,01:00:00,,2021-04-26 01:00:00,22.0466,22.8092,-0.167812
,,60,2021-04-26,02:00:00,,2021-04-26 02:00:00,22.1,22.7665,-0.148808
,,61,2021-04-26,03:00:00,,2021-04-26 03:00:00,22.2122,22.385,-0.287377
,,62,2021-04-26,04:00:00,,2021-04-26 04:00:00,22.2389,21.9211,-0.552797
,,63,2021-04-26,05:00:00,,2021-04-26 05:00:00,22.3243,21.5732,-0.700935
,,64,2021-04-26,06:00:00,,2021-04-26 06:00:00,22.1855,21.4206,-0.913932
,,65,2021-04-26,07:00:00,,2021-04-26 07:00:00,22.1267,21.2711,-1.05869
,,66,2021-04-26,08:00:00,,2021-04-26 08:00:00,22.1962,21.0544,-1.14082
,,67,2021-04-26,09:00:00,,2021-04-26 09:00:00,22.3671,20.7553,-1.19419
,,68,2021-04-26,10:00:00,,2021-04-26 10:00:00,22.2976,20.5447,-1.39093
,,69,2021-04-26,11:00:00,,2021-04-26 11:00:00,22.2709,19.6231,-2.03703
,,70,2021-04-26,12:00:00,,2021-04-26 12:00:00,22.2282,18.3993,-2.94201
,,71,2021-04-26,13:00:00,,2021-04-26 13:00:00,22.2389,17.4197,-3.66737
,,72,2021-04-26,14:00:00,,2021-04-26 14:00:00,21.8597,17.1572,-4.17853
,,73,2021-04-26,15:00:00,,2021-04-26 15:00:00,22.2389,16.4584,-4.42431
,,74,2021-04-26,16:00:00,,2021-04-26 16:00:00,22.2389,19.1257,-2.41105
,,75,2021-04-26,17:00:00,,2021-04-26 17:00:00,22.1588,20.0504,-1.83739
,,76,2021-04-26,18:00:00,,2021-04-26 18:00:00,21.8917,20.7248,-1.60895
,,77,2021-04-26,19:00:00,,2021-04-26 19:00:00,22.3777,19.9374,-1.73307
,,78,2021-04-26,20:00:00,,2021-04-26 20:00:00,22.1695,19.1836,-2.42727
,,79,2021-04-26,21:00:00,,2021-04-26 21:00:00,22.0733,19.7238,-2.13076
,,80,2021-04-26,22:00:00,,2021-04-26 22:00:00,22.2709,18.5794,-2.77584
,,81,2021-04-26,23:00:00,,2021-04-26 23:00:00,22.1,18.9578,-2.64429
,,82,2021-04-27,00:00:00,,2021-04-27 00:00:00,22.1962,22.5284,-0.212906
,,83,2021-04-27,01:00:00,,2021-04-27 01:00:00,22.116,24.6281,0.952106
,,84,2021-04-27,02:00:00,,2021-04-27 02:00:00,22.1,25.6291,1.49343
,,85,2021-04-27,03:00:00,,2021-04-27 03:00:00,22.3404,25.9098,1.85028
,,86,2021-04-27,04:00:00,,2021-04-27 04:00:00,22.116,25.2689,1.30966
,,87,2021-04-27,05:00:00,,2021-04-27 05:00:00,22.2122,24.8844,1.1776
,,88,2021-04-27,06:00:00,,2021-04-27 06:00:00,21.9879,25.1133,1.11479
,,89,2021-04-27,07:00:00,,2021-04-27 07:00:00,22.351,24.6342,1.15452
,,90,2021-04-27,08:00:00,,2021-04-27 08:00:00,22.1695,24.329,0.827578
,,91,2021-04-27,09:00:00,,2021-04-27 09:00:00,22.2549,22.9221,0.075135
,,92,2021-04-27,10:00:00,,2021-04-27 10:00:00,22.1695,22.2568,-0.402111
,,93,2021-04-27,11:00:00,,2021-04-27 11:00:00,22.2816,22.4369,-0.197362
,,94,2021-04-27,12:00:00,,2021-04-27 12:00:00,22.2976,23.1815,0.266431
,,95,2021-04-27,13:00:00,,2021-04-27 13:00:00,22.1695,24.1703,0.736755
,,96,2021-04-27,14:00:00,,2021-04-27 14:00:00,22.084,25.8366,1.59241
,,97,2021-04-27,15:00:00,,2021-04-27 15:00:00,21.9718,27.2038,2.21889
,,98,2021-04-27,16:00:00,,2021-04-27 16:00:00,21.9879,27.4846,2.3769
,,99,2021-04-27,17:00:00,,2021-04-27 17:00:00,22.2709,26.0655,1.87499
,,100,2021-04-27,18:00:00,,2021-04-27 18:00:00,22.2389,25.3483,1.45771
,,101,2021-04-27,19:00:00,,2021-04-27 19:00:00,22.3083,25.2873,1.48303
,,102,2021-04-27,20:00:00,,2021-04-27 20:00:00,22.2709,25.745,1.7019
,,103,2021-04-27,21:00:00,,2021-04-27 21:00:00,22.3938,25.7694,1.81969
,,104,2021-04-27,22:00:00,,2021-04-27 22:00:00,22.1695,26.1143,1.81471
,,105,2021-04-27,23:00:00,,2021-04-27 23:00:00,22.2976,29.6178,3.70033
,,106,2021-04-28,00:00:00,,2021-04-28 00:00:00,22.1695,33.4813,5.34297
,,107,2021-04-28,01:00:00,,2021-04-28 01:00:00,22.0146,35.3643,5.99678
,,108,2021-04-28,02:00:00,,2021-04-28 02:00:00,22.1427,36.1669,6.43558
,,109,2021-04-28,03:00:00,,2021-04-28 03:00:00,21.8597,36.9421,6.49292
,,110,2021-04-28,04:00:00,,2021-04-28 04:00:00,22.1588,37.2107,6.86385
,,111,2021-04-28,05:00:00,,2021-04-28 05:00:00,22.0573,38.706,7.34908
,,112,2021-04-28,06:00:00,,2021-04-28 06:00:00,22.1427,39.3866,7.68083
,,113,2021-04-28,07:00:00,,2021-04-28 07:00:00,21.8597,39.9359,7.63081
,,114,2021-04-28,08:00:00,,2021-04-28 08:00:00,21.9451,40.4334,7.88915
,,115,2021-04-28,09:00:00,,2021-04-28 09:00:00,22.0466,41.3123,8.29687
,,116,2021-04-28,10:00:00,,2021-04-28 10:00:00,21.8597,42.0447,8.38792
,,117,2021-04-28,11:00:00,,2021-04-28 11:00:00,21.8437,42.3957,8.4962
,,118,2021-04-28,12:00:00,,2021-04-28 12:00:00,21.8437,44.3091,9.14994
,,119,2021-04-28,13:00:00,,2021-04-28 13:00:00,22.0146,46.1982,9.92702
,,120,2021-04-28,14:00:00,,2021-04-28 14:00:00,21.8917,46.9703,10.0628
,,121,2021-04-28,15:00:00,,2021-04-28 15:00:00,21.7903,49.9001,10.8776
,,122,2021-04-28,16:00:00,,2021-04-28 16:00:00,21.9024,50.7362,11.2313
,,123,2021-04-28,17:00:00,,2021-04-28 17:00:00,22.0466,50.6538,11.3395
,,124,2021-04-28,18:00:00,,2021-04-28 18:00:00,22.0039,51.2184,11.4677
,,125,2021-04-28,19:00:00,,2021-04-28 19:00:00,22.1695,51.5328,11.713
,,126,2021-04-28,20:00:00,,2021-04-28 20:00:00,21.8917,53.1807,11.9336
,,127,2021-04-28,21:00:00,,2021-04-28 21:00:00,22.084,52.3262,11.8657
,,128,2021-04-28,22:00:00,,2021-04-28 22:00:00,21.7903,50.4067,11.0297
,,129,2021-04-28,23:00:00,,2021-04-28 23:00:00,22.0039,48.603,10.6776
,,130,2021-04-29,00:00:00,,2021-04-29 00:00:00,21.7636,48.4016,10.3951
,,131,2021-04-29,01:00:00,,2021-04-29 01:00:00,22.0466,47.3426,10.3224
,,132,2021-04-29,02:00:00,,2021-04-29 02:00:00,22.1962,46.3325,10.1358
,,133,2021-04-29,03:00:00,,2021-04-29 03:00:00,22.084,46.2409,10.0041
,,134,2021-04-29,04:00:00,,2021-04-29 04:00:00,21.9024,46.2379,9.83767
,,135,2021-04-29,05:00:00,,2021-04-29 05:00:00,21.9718,45.8167,9.76433
,,136,2021-04-29,06:00:00,,2021-04-29 06:00:00,21.7903,45.8839,9.62091
,,137,2021-04-29,07:00:00,,2021-04-29 07:00:00,22.084,45.1942,9.66226
,,138,2021-04-29,08:00:00,,2021-04-29 08:00:00,22.084,45.3498,9.71353
,,139,2021-04-29,09:00:00,,2021-04-29 09:00:00,22.2282,45.0904,9.75897
,,140,2021-04-29,10:00:00,,2021-04-29 10:00:00,22.3243,44.7089,9.71949
,,141,2021-04-29,11:00:00,,2021-04-29 11:00:00,21.9879,45.0599,9.53061
,,142,2021-04-29,12:00:00,,2021-04-29 12:00:00,22.1695,44.3458,9.45752
,,143,2021-04-29,13:00:00,,2021-04-29 13:00:00,22.0306,45.2399,9.62883
,,144,2021-04-29,14:00:00,,2021-04-29 14:00:00,22.0573,45.7893,9.83314
,,145,2021-04-29,15:00:00,,2021-04-29 15:00:00,21.5927,48.6549,10.3167
,,146,2021-04-29,16:00:00,,2021-04-29 16:00:00,22.0573,49.0303,10.8582
,,147,2021-04-29,17:00:00,,2021-04-29 17:00:00,21.9184,48.9418,10.7036
,,148,2021-04-29,18:00:00,,2021-04-29 18:00:00,21.6781,49.1829,10.557
,,149,2021-04-29,19:00:00,,2021-04-29 19:00:00,21.7636,49.0852,10.6055
,,150,2021-04-29,20:00:00,,2021-04-29 20:00:00,21.9451,49.1096,10.7796
,,151,2021-04-29,21:00:00,,2021-04-29 21:00:00,22.0573,48.6305,10.735
,,152,2021-04-29,22:00:00,,2021-04-29 22:00:00,22.1427,48.3925,10.7395
,,153,2021-04-29,23:00:00,,2021-04-29 23:00:00,22.116,48.1758,10.6476
,,154,2021-04-30,00:00:00,,2021-04-30 00:00:00,22.0146,46.4027,9.99301
,,155,2021-04-30,01:00:00,,2021-04-30 01:00:00,22.1267,44.2237,9.37779
,,156,2021-04-30,02:00:00,,2021-04-30 02:00:00,22.2282,42.3499,8.82693
,,157,2021-04-30,03:00:00,,2021-04-30 03:00:00,22.2976,41.5229,8.59764
,,158,2021-04-30,04:00:00,,2021-04-30 04:00:00,22.1962,40.6287,8.18521
,,159,2021-04-30,05:00:00,,2021-04-30 05:00:00,22.2122,38.9014,7.56102
,,160,2021-04-30,06:00:00,,2021-04-30 06:00:00,22.116,38.4863,7.31816
,,161,2021-04-30,07:00:00,,2021-04-30 07:00:00,22.3404,37.6898,7.21199
,,162,2021-04-30,08:00:00,,2021-04-30 08:00:00,22.0573,37.3724,6.83695
,,163,2021-04-30,09:00:00,,2021-04-30 09:00:00,22.2389,37.0428,6.86905
,,164,2021-04-30,10:00:00,,2021-04-30 10:00:00,22.1427,37.116,6.81252
,,165,2021-04-30,11:00:00,,2021-04-30 11:00:00,22.2282,35.8709,6.39177
,,166,2021-04-30,12:00:00,,2021-04-30 12:00:00,22.1695,35.2056,6.06833
,,167,2021-04-30,13:00:00,,2021-04-30 13:00:00,22.2389,34.0246,5.63599
,,168,2021-04-30,14:00:00,,2021-04-30 14:00:00,21.9024,34.168,5.40091
,,169,2021-04-30,15:00:00,,2021-04-30 15:00:00,22.1962,33.8842,5.53879
,,170,2021-04-30,16:00:00,,2021-04-30 16:00:00,22.2122,32.7886,5.07959
,,171,2021-04-30,17:00:00,,2021-04-30 17:00:00,22.3777,30.1152,4.00669
,,172,2021-04-30,18:00:00,,2021-04-30 18:00:00,22.4632,27.6371,2.86255
,,173,2021-04-30,19:00:00,,2021-04-30 19:00:00,22.2816,26.8803,2.31594
,,174,2021-04-30,20:00:00,,2021-04-30 20:00:00,22.3777,26.0014,1.93152
,,175,2021-04-30,21:00:00,,2021-04-30 21:00:00,22.3083,25.4887,1.59382
,,176,2021-04-30,22:00:00,,2021-04-30 22:00:00,22.2816,25.1652,1.39284
,,177,2021-04-30,23:00:00,,2021-04-30 23:00:00,22.3243,25.5344,1.63251
,,178,2021-05-01,00:00:00,,2021-05-01 00:00:00,22.351,26.1143,1.96948
,,179,2021-05-01,01:00:00,,2021-05-01 01:00:00,22.4098,26.2486,2.09148
,,180,2021-05-01,02:00:00,,2021-05-01 02:00:00,22.4525,26.1814,2.09198
,,181,2021-05-01,03:00:00,,2021-05-01 03:00:00,22.2709,26.3127,2.00724
,,182,2021-05-01,04:00:00,,2021-05-01 04:00:00,22.2549,26.1967,1.93168
,,183,2021-05-01,05:00:00,,2021-05-01 05:00:00,22.3404,25.5619,1.66116
,,184,2021-05-01,06:00:00,,2021-05-01 06:00:00,22.3083,25.1987,1.4341
,,185,2021-05-01,07:00:00,,2021-05-01 07:00:00,22.3777,24.6067,1.16159
,,186,2021-05-01,08:00:00,,2021-05-01 08:00:00,22.4525,24.0421,0.902
,,187,2021-05-01,09:00:00,,2021-05-01 09:00:00,22.4525,23.5782,0.631644
,,188,2021-05-01,10:00:00,,2021-05-01 10:00:00,22.4525,22.8855,0.218979
,,189,2021-05-01,11:00:00,,2021-05-01 11:00:00,22.3083,22.5376,-0.113309
,,190,2021-05-01,12:00:00,,2021-05-01 12:00:00,22.116,22.7512,-0.144597
,,191,2021-05-01,13:00:00,,2021-05-01 13:00:00,22.3083,23.6301,0.54061
,,192,2021-05-01,14:00:00,,2021-05-01 14:00:00,22.2976,22.8916,0.0926277
,,193,2021-05-01,15:00:00,,2021-05-01 15:00:00,22.3243,22.4887,-0.12976
,,194,2021-05-01,16:00:00,,2021-05-01 16:00:00,22.1588,25.5467,1.49843
,,195,2021-05-01,17:00:00,,2021-05-01 17:00:00,22.3083,26.2028,1.98048
,,196,2021-05-01,18:00:00,,2021-05-01 18:00:00,22.351,24.4297,1.03854
,,197,2021-05-01,19:00:00,,2021-05-01 19:00:00,22.3083,21.5091,-0.755075
,,198,2021-05-01,20:00:00,,2021-05-01 20:00:00,22.4792,21.8723,-0.382663
,,199,2021-05-01,21:00:00,,2021-05-01 21:00:00,22.4098,22.8824,0.181268
,,200,2021-05-01,22:00:00,,2021-05-01 22:00:00,22.2816,24.683,1.12329
,,201,2021-05-01,23:00:00,,2021-05-01 23:00:00,22.2816,25.9617,1.82825
,,202,2021-05-02,00:00:00,,2021-05-02 00:00:00,22.2709,28.0095,2.88641
,,203,2021-05-02,01:00:00,,2021-05-02 01:00:00,22.3938,29.2729,3.617
,,204,2021-05-02,02:00:00,,2021-05-02 02:00:00,22.4205,30.338,4.14879
,,205,2021-05-02,03:00:00,,2021-05-02 03:00:00,22.3243,31.751,4.71606
,,206,2021-05-02,04:00:00,,2021-05-02 04:00:00,22.2976,32.7214,5.12488
,,207,2021-05-02,05:00:00,,2021-05-02 05:00:00,22.3777,33.0327,5.33124
,,208,2021-05-02,06:00:00,,2021-05-02 06:00:00,22.3938,33.9605,5.74484
,,209,2021-05-02,07:00:00,,2021-05-02 07:00:00,22.3671,34.4335,5.92138
,,210,2021-05-02,08:00:00,,2021-05-02 08:00:00,22.4632,34.165,5.89264
,,211,2021-05-02,09:00:00,,2021-05-02 09:00:00,22.2709,33.8537,5.59146
,,212,2021-05-02,10:00:00,,2021-05-02 10:00:00,22.3938,34.1955,5.84452
,,213,2021-05-02,11:00:00,,2021-05-02 11:00:00,22.4525,33.5363,5.61489
,,214,2021-05-02,12:00:00,,2021-05-02 12:00:00,22.4098,33.9483,5.75372
,,215,2021-05-02,13:00:00,,2021-05-02 13:00:00,22.4365,34.6136,6.05799
,,216,2021-05-02,14:00:00,,2021-05-02 14:00:00,22.4525,35.0225,6.24237
,,217,2021-05-02,15:00:00,,2021-05-02 15:00:00,22.2122,35.0225,6.03048
,,218,2021-05-02,16:00:00,,2021-05-02 16:00:00,22.2549,36.0357,6.48199
,,219,2021-05-02,17:00:00,,2021-05-02 17:00:00,22.1427,35.761,6.2717
,,220,2021-05-02,18:00:00,,2021-05-02 18:00:00,22.3671,35.5016,6.36419
,,221,2021-05-02,19:00:00,,2021-05-02 19:00:00,22.2709,36.466,6.66884
,,222,2021-05-02,20:00:00,,2021-05-02 20:00:00,22.2549,37.2869,6.9791
,,223,2021-05-02,21:00:00,,2021-05-02 21:00:00,22.2976,39.3256,7.79649
,,224,2021-05-02,22:00:00,,2021-05-02 22:00:00,22.2816,41.828,8.69152
,,225,2021-05-02,23:00:00,,2021-05-02 23:00:00,22.2816,42.6062,8.96451
,,226,2021-05-03,00:00:00,,2021-05-03 00:00:00,22.3938,41.8891,8.81406
,,227,2021-05-03,01:00:00,,2021-05-03 01:00:00,22.2122,41.0925,8.36699
,,228,2021-05-03,02:00:00,,2021-05-03 02:00:00,22.4098,40.2838,8.25113
,,229,2021-05-03,03:00:00,,2021-05-03 03:00:00,22.1588,40.943,8.26525
,,230,2021-05-03,04:00:00,,2021-05-03 04:00:00,22.3777,41.1414,8.53325
,,231,2021-05-03,05:00:00,,2021-05-03 05:00:00,22.116,41.77,8.52198
,,232,2021-05-03,06:00:00,,2021-05-03 06:00:00,22.4098,41.6052,8.72785
,,233,2021-05-03,07:00:00,,2021-05-03 07:00:00,22.2976,40.8087,8.34146
,,234,2021-05-03,08:00:00,,2021-05-03 08:00:00,22.1962,41.5534,8.51723
,,235,2021-05-03,09:00:00,,2021-05-03 09:00:00,22.084,42.0844,8.60392
,,236,2021-05-03,10:00:00,,2021-05-03 10:00:00,22.2282,42.3407,8.82373
,,237,2021-05-03,11:00:00,,2021-05-03 11:00:00,22.1267,42.7771,8.88409
,,238,2021-05-03,12:00:00,,2021-05-03 12:00:00,22.0573,43.5737,9.09492
,,239,2021-05-03,13:00:00,,2021-05-03 13:00:00,22.2549,43.064,9.09893
,,240,2021-05-03,14:00:00,,2021-05-03 14:00:00,22.1855,43.7812,9.28146
,,241,2021-05-03,15:00:00,,2021-05-03 15:00:00,22.1695,45.1484,9.72478
,,242,2021-05-03,16:00:00,,2021-05-03 16:00:00,22.2976,46.3081,10.2204
,,243,2021-05-03,17:00:00,,2021-05-03 17:00:00,22.1695,44.7944,9.60742
,,244,2021-05-03,18:00:00,,2021-05-03 18:00:00,22.0039,44.5838,9.38706
,,245,2021-05-03,19:00:00,,2021-05-03 19:00:00,22.2709,43.2471,9.1764
,,246,2021-05-03,20:00:00,,2021-05-03 20:00:00,22.2549,43.3936,9.21214
,,247,2021-05-03,21:00:00,,2021-05-03 21:00:00,22.2389,44.2878,9.50097
,,248,2021-05-03,22:00:00,,2021-05-03 22:00:00,22.2389,45.0568,9.75756
,,249,2021-05-03,23:00:00,,2021-05-03 23:00:00,22.0039,44.7486,9.44195
,,250,2021-05-04,00:00:00,,2021-05-04 00:00:00,22.1588,44.0833,9.35953
,,251,2021-05-04,01:00:00,,2021-05-04 01:00:00,22.2976,43.5584,9.30711
,,252,2021-05-04,02:00:00,,2021-05-04 02:00:00,22.1962,43.2837,9.12139
,,253,2021-05-04,03:00:00,,2021-05-04 03:00:00,22.2549,42.8534,9.0262
,,254,2021-05-04,04:00:00,,2021-05-04 04:00:00,22.3671,42.2644,8.92217
,,255,2021-05-04,05:00:00,,2021-05-04 05:00:00,22.2816,42.5269,8.93688
,,256,2021-05-04,06:00:00,,2021-05-04 06:00:00,22.3083,42.359,8.90235
,,257,2021-05-04,07:00:00,,2021-05-04 07:00:00,22.0573,42.9786,8.891
,,258,2021-05-04,08:00:00,,2021-05-04 08:00:00,21.9612,43.6133,9.02146
,,259,2021-05-04,09:00:00,,2021-05-04 09:00:00,22.1427,43.5004,9.14724
,,260,2021-05-04,10:00:00,,2021-05-04 10:00:00,22.3777,43.0549,9.20673
,,261,2021-05-04,11:00:00,,2021-05-04 11:00:00,22.1267,43.8514,9.25209
,,262,2021-05-04,12:00:00,,2021-05-04 12:00:00,22.3938,43.6164,9.41384
,,263,2021-05-04,13:00:00,,2021-05-04 13:00:00,22.1588,44.0406,9.34511
,,264,2021-05-04,14:00:00,,2021-05-04 14:00:00,22.2122,44.1749,9.43878
,,265,2021-05-04,15:00:00,,2021-05-04 15:00:00,22.1588,44.8676,9.62207
,,266,2021-05-04,16:00:00,,2021-05-04 16:00:00,22.0733,46.2501,9.9973
,,267,2021-05-04,17:00:00,,2021-05-04 17:00:00,22.0733,46.6896,10.1387
,,268,2021-05-04,18:00:00,,2021-05-04 18:00:00,22.2282,46.8269,10.324
,,269,2021-05-04,19:00:00,,2021-05-04 19:00:00,22.2816,47.5166,10.5921
,,270,2021-05-04,20:00:00,,2021-05-04 20:00:00,22.3404,47.7516,10.7199
,,271,2021-05-04,21:00:00,,2021-05-04 21:00:00,22.2549,47.6967,10.6245
,,272,2021-05-04,22:00:00,,2021-05-04 22:00:00,22.1588,47.0893,10.3444
,,273,2021-05-04,23:00:00,,2021-05-04 23:00:00,22.351,47.5196,10.6565
,,274,2021-05-05,00:00:00,,2021-05-05 00:00:00,22.3404,46.2409,10.2376
,,275,2021-05-05,01:00:00,,2021-05-05 01:00:00,22.2549,44.4923,9.5841
,,276,2021-05-05,02:00:00,,2021-05-05 02:00:00,22.0146,43.2197,8.9353
,,277,2021-05-05,03:00:00,,2021-05-05 03:00:00,22.3777,42.1027,8.87498
,,278,2021-05-05,04:00:00,,2021-05-05 04:00:00,22.351,41.7273,8.71834
,,279,2021-05-05,05:00:00,,2021-05-05 05:00:00,22.2549,41.6815,8.6156
,,280,2021-05-05,06:00:00,,2021-05-05 06:00:00,22.1588,41.5381,8.47818
,,281,2021-05-05,07:00:00,,2021-05-05 07:00:00,22.2282,41.1841,8.41423
,,282,2021-05-05,08:00:00,,2021-05-05 08:00:00,22.2122,40.3143,8.08519
,,283,2021-05-05,09:00:00,,2021-05-05 09:00:00,22.2709,39.7162,7.91787
,,284,2021-05-05,10:00:00,,2021-05-05 10:00:00,22.0306,39.704,7.69832
,,285,2021-05-05,11:00:00,,2021-05-05 11:00:00,22.3243,38.9654,7.68528
,,286,2021-05-05,12:00:00,,2021-05-05 12:00:00,22.4098,38.5534,7.60557
,,287,2021-05-05,13:00:00,,2021-05-05 13:00:00,22.2709,38.3948,7.42135
,,288,2021-05-05,14:00:00,,2021-05-05 14:00:00,22.351,37.7356,7.23924
,,289,2021-05-05,15:00:00,,2021-05-05 15:00:00,22.3243,37.8607,7.2639
,,290,2021-05-05,16:00:00,,2021-05-05 16:00:00,22.0306,40.4791,7.98242
,,291,2021-05-05,17:00:00,,2021-05-05 17:00:00,22.3938,36.759,6.89428
,,292,2021-05-05,18:00:00,,2021-05-05 18:00:00,22.2709,35.9533,6.46289
,,293,2021-05-05,19:00:00,,2021-05-05 19:00:00,22.2976,35.0347,6.11087
