rii,microsite
-0.72972973,Larre tridentata
-0.777777778,Larre tridentata
-0.6,Larre tridentata
-0.24137931,Larre tridentata
-0.4,Larre tridentata
-0.142857143,Larre tridentata
0.309090909,Larre tridentata
-0.846153846,Larre tridentata
NA,Larre tridentata
NA,Larre tridentata
NA,Larre tridentata
NA,Larre tridentata
NA,Larre tridentata
NA,Larre tridentata
NA,Larre tridentata
NA,Larre tridentata
NA,Larre tridentata
-0.527446301,Larre tridentata
-0.552238806,Larre tridentata
-0.1,Larre tridentata
-0.333333333,Larre tridentata
-0.76744186,Larre tridentata
-0.751243781,Larre tridentata
-0.379310345,Larre tridentata
NA,Larre tridentata
NA,Larre tridentata
NA,Larre tridentata
NA,Larre tridentata
NA,Larre tridentata
NA,Larre tridentata
-0.799648506,Larre tridentata
-0.384615385,Larre tridentata
0.151515152,Larre tridentata
-0.4,Larre tridentata
-0.471264368,Larre tridentata
-0.76,Larre tridentata
-0.735849057,Larre tridentata
-0.117647059,Larre tridentata
-0.623188406,Larre tridentata
0.209302326,Larre tridentata
-0.458823529,Larre tridentata
-0.333333333,Larre tridentata
0.2,Larre tridentata
0.454545455,Larre tridentata
-0.407407407,Larre tridentata
NA,Larre tridentata
NA,Larre tridentata
NA,Larre tridentata
-0.263157895,triangle
-0.295774648,triangle
0.094339623,triangle
-0.058823529,triangle
0.176470588,triangle
0.076923077,triangle
0.191489362,triangle
0.04,triangle
NA,triangle
NA,triangle
NA,triangle
NA,triangle
NA,triangle
NA,triangle
NA,triangle
NA,triangle
NA,triangle
-0.052631579,triangle
0.071428571,triangle
0.266666667,triangle
0.12195122,triangle
-0.333333333,triangle
-0.466666667,triangle
-0.132075472,triangle
NA,triangle
NA,triangle
NA,triangle
NA,triangle
NA,triangle
NA,triangle
0.333333333,triangle
0.018181818,triangle
0.44,triangle
0,triangle
-0.185185185,triangle
-0.660377358,triangle
-0.415384615,triangle
0.432835821,triangle
0,triangle
0.777777778,triangle
0.215189873,triangle
0.11627907,triangle
0.28,triangle
0.2,triangle
0.025641026,triangle
NA,triangle
NA,triangle
NA,triangle
-0.548387097,square
-0.744075829,square
-0.536,square
-0.6,square
-0.460869565,square
-0.263157895,square
-0.134328358,square
-0.5,square
NA,square
NA,square
NA,square
NA,square
NA,square
NA,square
NA,square
NA,square
NA,square
-0.6,square
-0.612403101,square
-0.491525424,square
-0.565217391,square
-0.882352941,square
-0.913043478,square
-0.395348837,square
NA,square
NA,square
NA,square
NA,square
NA,square
NA,square
-0.651612903,square
-0.770491803,square
-0.454545455,square
-0.796791444,square
-0.882352941,square
-0.725490196,square
-0.752380952,square
-0.169230769,square
-0.534246575,square
0.333333333,square
-0.458823529,square
-0.688888889,square
-0.333333333,square
-0.384615385,square
-0.490196078,square
NA,square
NA,square
NA,square
