"","rii_calc_shrub","rii_calc_triangle","rii_calc_square"
"1",-0.599954119420594,0.017844210187495,-0.0151056773643555
"2",-0.262542646319854,0.0217622950819672,0.0718951706975659
"3",-0.235258651875075,0.0314284633712794,0.0509014768284322
"4",0.0112972341254383,0.279284395854039,0.261221400710252
"5",0.0827774513531262,0.0766822072228794,0.0917864476386037
"6",-0.0261607497176348,-0.0028340443304197,0
"7",0.0803795151890537,0.124946420917274,0.109025940372603
"8",-0.010620518626341,0.0498732894069944,0.0638234119057132
"9",0.0473155658555427,0.0518020182604518,0.0692452830188679
"10",0.0603955459531328,0.0573877088265697,0.0692436864113792
"11",0,0.0455932507628792,0.0289766847263651
"12",0.0545681972168656,0.0498389335568184,0.0615380635815722
"13",0.0411678158266741,0.0411678158266741,0.0541563504937534
"14",0.010696176764499,0.0543074473730762,0.0446064765172635
"15",-0.0292655152780413,0.0275078004518882,0.0308445619929233
"16",0.0102930664760543,0.0136771619888873,0.0102930664760543
"17",0.128275196913679,0.172818791946309,0.163665805605891
"18",0.0180384736676127,0.0354377052227247,0.0325907975269518
"19",0.066596494069066,0.0913533538267518,0.0913533538267518
"20",0.0745475572781546,0.0800111860298916,0.0854389324766788
"21",0.0286745900406199,0.0341959611069559,0.0477567033420844
"22",-0.0233415660764601,0.0128187919463087,0.0191057317195159
"23",0.0101188167683249,0.0517107440807917,0.0517107440807917
"24",0.0309628445864962,-0.114224682454005,-0.0586155726256983
"25",0.160712547454492,0.200333889816361,0.207828004410143
"26",0.175436761167486,0.199837571696868,0.18784131890778
"27",NA,NA,NA
"28",NA,NA,NA
"29",NA,NA,NA
"30",NA,NA,NA
"31",NA,0.0345482474514733,0.0215403775934785
