rii,microsite
-0.032505366,Ephedra californica
-0.270601987,Ephedra californica
-0.326941066,Ephedra californica
-0.351019088,Ephedra californica
-0.521141649,Ephedra californica
-0.654761905,Ephedra californica
-0.956803456,Ephedra californica
0.108267717,Ephedra californica
-0.321856012,Ephedra californica
-0.302683601,Ephedra californica
-0.087529877,Ephedra californica
0.024799024,Ephedra californica
-0.023150799,Ephedra californica
0.019338688,Ephedra californica
0.039972984,Ephedra californica
0.047133988,Ephedra californica
0.071965892,Ephedra californica
0.033186948,Ephedra californica
0.032565295,Ephedra californica
0.016410682,Ephedra californica
-0.048509185,Ephedra californica
0.109693656,Ephedra californica
0.06369248,Ephedra californica
-0.085720996,Ephedra californica
-0.16451384,Ephedra californica
0.02970297,Ephedra californica
-0.343222273,Ephedra californica
-0.245390071,Ephedra californica
-0.575254621,Ephedra californica
-0.351019088,Ephedra californica
-0.534410845,Ephedra californica
-0.690293454,Ephedra californica
-0.359708416,Ephedra californica
-0.302559027,Ephedra californica
-0.170927229,Ephedra californica
-0.057151146,Ephedra californica
-0.030118724,Ephedra californica
-0.033222967,Ephedra californica
0.071630649,Ephedra californica
-0.086207164,Ephedra californica
0.115969009,Ephedra californica
0.002031402,Ephedra californica
0.03522915,Ephedra californica
-0.052845528,Ephedra californica
-0.03381379,Ephedra californica
-0.039886473,Ephedra californica
-0.066156586,Ephedra californica
-0.018675299,Ephedra californica
0.005735473,Ephedra californica
0,Ephedra californica
-0.017943948,Ephedra californica
-0.012749762,Ephedra californica
0,Ephedra californica
-0.011871383,Ephedra californica
-0.012221951,Ephedra californica
-0.013017443,Ephedra californica
-0.067027149,Ephedra californica
-0.135895577,Ephedra californica
-0.10732555,Ephedra californica
-0.036124313,Ephedra californica
-0.045556285,Ephedra californica
0.009070906,Ephedra californica
0.078280402,Ephedra californica
0.058258777,Ephedra californica
0.031777315,Ephedra californica
0.023488632,Ephedra californica
0.019552519,Ephedra californica
0.115553826,Ephedra californica
-0.020778321,Ephedra californica
0.075915322,Ephedra californica
0.190616919,Ephedra californica
0.029853621,Ephedra californica
-0.067194929,Ephedra californica
-0.028037383,Ephedra californica
-0.081954887,Ephedra californica
-0.327761194,Ephedra californica
-0.76753507,Ephedra californica
-1.131274131,Ephedra californica
-0.226703755,Ephedra californica
-0.7178116,Ephedra californica
-0.320560172,Ephedra californica
-0.29784357,Ephedra californica
-0.104165801,Ephedra californica
0.010345365,Ephedra californica
0.006534685,Ephedra californica
0.040555486,Ephedra californica
0.033179498,Ephedra californica
0.03503305,Ephedra californica
0.034648896,Ephedra californica
0.019315776,Ephedra californica
0.006978878,Ephedra californica
0.030605263,Ephedra californica
-0.070772747,Ephedra californica
0.047352496,Ephedra californica
0.105395165,Ephedra californica
-0.051868132,Ephedra californica
-0.222415488,Ephedra californica
-0.104790142,Ephedra californica
0.128714922,Ephedra californica
0.157229482,Ephedra californica
-0.117933613,Ephedra californica
-0.121011718,Ephedra californica
-0.255433455,Ephedra californica
-0.068229167,Ephedra californica
-0.209212481,Ephedra californica
-0.251785669,Ephedra californica
-0.09034749,Ephedra californica
-0.030233708,Ephedra californica
0.019783373,Ephedra californica
0.022732599,Ephedra californica
0.05594078,Ephedra californica
0.041362318,Ephedra californica
0.027454371,Ephedra californica
0.03024709,Ephedra californica
0.024857735,Ephedra californica
0.014078427,Ephedra californica
-0.068795305,Ephedra californica
0.024688166,Ephedra californica
-0.015892521,Ephedra californica
-0.06586395,Ephedra californica
-0.100834742,Ephedra californica
-0.043631556,Ephedra californica
-0.04032445,Ephedra californica
-0.083300655,Ephedra californica
-0.145218269,Ephedra californica
-0.031517902,Ephedra californica
-0.110698825,Ephedra californica
-0.18823308,Ephedra californica
-0.22153194,Ephedra californica
-0.231329222,Ephedra californica
-0.101958735,Ephedra californica
-0.022156573,Ephedra californica
0.022873562,Ephedra californica
0.047037454,Ephedra californica
0.049411668,Ephedra californica
0.031709174,Ephedra californica
0.034595088,Ephedra californica
0.037291453,Ephedra californica
0.030207057,Ephedra californica
-0.001381799,Ephedra californica
-0.058195765,Ephedra californica
-0.007220399,Ephedra californica
-0.012576546,Ephedra californica
-0.066178602,Ephedra californica
-0.021623644,Ephedra californica
-0.030690436,Ephedra californica
-0.085102826,Ephedra californica
-0.104036336,Ephedra californica
-0.107890071,Ephedra californica
-0.09746852,Ephedra californica
-0.127713585,Ephedra californica
-0.139482454,Ephedra californica
-0.233556804,Ephedra californica
-0.24085354,Ephedra californica
-0.089464919,Ephedra californica
-0.026019137,Ephedra californica
-0.023980873,Ephedra californica
0.018063897,Ephedra californica
-0.023388367,Ephedra californica
-0.012368446,Ephedra californica
-0.021967329,Ephedra californica
-0.057654733,Ephedra californica
-0.045522707,Ephedra californica
-0.016825701,Ephedra californica
-0.042531183,Ephedra californica
0.027367112,Ephedra californica
-0.13965589,Ephedra californica
-0.104994815,Ephedra californica
-0.100921027,Ephedra californica
-0.022110833,Ephedra californica
-0.076813571,Ephedra californica
-0.040850891,Ephedra californica
0.112465093,Ephedra californica
-0.008627982,Ephedra californica
-0.095109156,Ephedra californica
-0.117802343,Ephedra californica
-0.270307886,Ephedra californica
-0.219134733,Ephedra californica
-0.163333236,Ephedra californica
-0.091780462,Ephedra californica
-0.034778816,Ephedra californica
0.033025496,Ephedra californica
0.037141222,Ephedra californica
0.120815499,Ephedra californica
0.038461918,Ephedra californica
0.012716033,Ephedra californica
0.070116649,Ephedra californica
-0.160894808,Ephedra californica
-0.053412604,Ephedra californica
0.066082356,Ephedra californica
-0.00628848,Ephedra californica
-0.033069186,Ephedra californica
-0.075521139,Ephedra californica
-0.096022798,Ephedra californica
-0.065307765,Ephedra californica
-0.117087654,Ephedra californica
-0.008830322,Ephedra californica
-0.184089888,Ephedra californica
-0.105859637,Ephedra californica
-0.029371113,Ephedra californica
-0.116176095,Ephedra californica
-0.183722001,Ephedra californica
-0.008238359,Ephedra californica
0,Ephedra californica
-0.045988165,Ephedra californica
-0.001385276,Ephedra californica
0.037059053,Ephedra californica
0.028900619,Ephedra californica
0.03189756,Ephedra californica
0.042857544,Ephedra californica
0.032981672,Ephedra californica
0.020672424,Ephedra californica
-0.030002237,Ephedra californica
0.052271951,Ephedra californica
-0.015821119,Ephedra californica
-0.056262096,Ephedra californica
-0.003454729,Ephedra californica
-0.035258875,Ephedra californica
-0.092093245,Ephedra californica
-0.058499656,Ephedra californica
-0.081242585,Ephedra californica
-0.178496234,Ephedra californica
-0.149103029,Ephedra californica
-0.146551295,Ephedra californica
-0.251456169,Ephedra californica
-0.204567568,Ephedra californica
-0.080108699,Ephedra californica
-0.010035389,Ephedra californica
-0.005577213,Ephedra californica
0.032973508,Ephedra californica
0.042569644,Ephedra californica
0.052603233,Ephedra californica
0.05816795,Ephedra californica
0.044369921,Ephedra californica
0.028843871,Ephedra californica
0.015139631,Ephedra californica
-0.028579454,Ephedra californica
0.012335122,Ephedra californica
0.089866442,Ephedra californica
0.019644859,Ephedra californica
-0.050434002,Ephedra californica
-0.036592773,Ephedra californica
-0.065088757,Ephedra californica
-0.063963332,Ephedra californica
-0.058015528,Ephedra californica
-0.035683282,Ephedra californica
-0.014126466,Ephedra californica
-0.135372039,Ephedra californica
-0.267389416,Ephedra californica
-0.182746391,Ephedra californica
-0.085310099,Ephedra californica
-0.009944779,Ephedra californica
0.073787099,Ephedra californica
0.315395798,Ephedra californica
0.394225474,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
