rii,microsite
-0.290104833,Larrea tridentata
-0.00341857,Larrea tridentata
-0.013061022,Larrea tridentata
-0.010303978,Larrea tridentata
-0.004569269,Larrea tridentata
-0.01328326,Larrea tridentata
-0.008739419,Larrea tridentata
-0.037844432,Larrea tridentata
-0.014094546,Larrea tridentata
-0.001979875,Larrea tridentata
-0.045376545,Larrea tridentata
-0.046120324,Larrea tridentata
-0.050051073,Larrea tridentata
-0.02673355,Larrea tridentata
-0.004855113,Larrea tridentata
-0.029742141,Larrea tridentata
-0.012663828,Larrea tridentata
0.002951502,Larrea tridentata
-0.008938617,Larrea tridentata
-0.065013449,Larrea tridentata
-0.023414826,Larrea tridentata
0.030105448,Larrea tridentata
-0.015098933,triangle
0,triangle
0.003667413,triangle
0.002031402,triangle
0.011231722,triangle
0,triangle
0.014990059,triangle
0.002421678,triangle
0,triangle
-0.001979875,triangle
-0.063174909,triangle
0,triangle
-0.022387744,triangle
-0.003750072,triangle
0.01900913,triangle
-0.012081655,triangle
0.005359212,triangle
0.014645829,triangle
0.02867459,triangle
-0.03471573,triangle
0.006826427,triangle
0.044562569,triangle
0.016500171,square
-0.00341857,square
-0.003713528,square
0,square
-0.018481688,square
-0.00217815,square
-0.054731605,square
-0.053773864,square
-0.017666834,square
-0.001979875,square
-0.065912435,square
-0.0167956,square
-0.02655845,square
-0.005625987,square
-0.007300392,square
-0.020853396,square
0.005359212,square
-0.012046673,square
0.002964976,square
-0.047512529,square
-0.030664817,square
0.010936604,square
