"","rii_calc_shrub","rii_calc_triangle","rii_calc_square"
"1",0.777777777777778,-0.333333333333333,0.648854961832061
"2",0.998958875585632,-1,-1
"3",0.998048780487805,-1,-1
"4",1,NA,1
"5",0.995698924731183,-1,-1
"6",1,NA,NA
"7",1,NA,NA
"8",1,NA,NA
"9",NA,NA,NA
"10",NA,NA,NA
"11",NA,NA,NA
"12",NA,NA,NA
"13",NA,NA,NA
"14",NA,NA,NA
"15",NA,NA,NA
"16",NA,NA,NA
"17",NA,NA,NA
"18",1,NA,NA
"19",1,NA,NA
"20",0.999081304547543,-1,0.555555555555556
"21",1,NA,NA
"22",1,NA,NA
"23",1,NA,NA
"24",1,NA,NA
"25",NA,NA,NA
"26",NA,NA,NA
"27",NA,NA,NA
"28",NA,NA,NA
"29",NA,NA,NA
"30",NA,NA,NA
"31",-0.256830601092896,-0.329479768786127,-0.185567010309278
"32",0.384615384615385,-0.391304347826087,-0.371428571428571
"33",0.283018867924528,-0.504950495049505,-0.333333333333333
"34",0.161290322580645,-0.612403100775194,-0.485714285714286
"35",0,-0.68944099378882,-0.462365591397849
"36",-0.0810810810810811,-0.63265306122449,-0.333333333333333
"37",-0.277777777777778,-0.495934959349593,-0.314285714285714
"38",-0.352941176470588,-0.4375,-0.210526315789474
"39",-0.504273504273504,-0.333333333333333,-0.157894736842105
"40",-0.675392670157068,-0.212121212121212,-0.176470588235294
"41",-0.754838709677419,-0.283018867924528,-0.236363636363636
"42",-0.763265306122449,-0.301204819277108,-0.125
"43",-0.777777777777778,0.506493506493506,0.283018867924528
"44",-0.786407766990291,0.515789473684211,-0.0454545454545455
"45",-0.963636363636364,0.379310344827586,0.114754098360656
"46",NA,NA,NA
"47",NA,NA,NA
"48",NA,NA,NA
"49",NA,-0.6,NA
"50",NA,-0.224489795918367,NA
"51",NA,-0.191489361702128,NA
"52",NA,0.999132321041215,NA
"53",NA,0.99835661462613,NA
"54",NA,0.998265394622723,NA
"55",NA,1,NA
