"","rii_calc_shrub","rii_calc_triangle","rii_calc_square"
"70",0.215189873417722,-0.107142857142857,-0.0689655172413793
"71",-0.309090909090909,-0.333333333333333,-0.0909090909090909
"72",-0.263157894736842,-0.309090909090909,-0.0746268656716418
"73",0.1,-0.454545454545455,-0.0746268656716418
"74",-0.647058823529412,-0.635036496350365,-0.317647058823529
"75",0.151515151515152,-0.659259259259259,-0.365853658536585
"76",-0.735849056603774,-0.628318584070796,-0.393939393939394
"77",-0.710344827586207,-0.569620253164557,-0.441860465116279
"78",-0.555555555555556,-0.4,-0.473684210526316
"79",NA,NA,NA
"80",NA,NA,NA
"81",NA,NA,NA
"82",NA,NA,NA
"83",NA,NA,NA
"84",NA,NA,NA
"85",NA,NA,NA
"86",NA,NA,NA
"87",NA,NA,NA
"88",NA,NA,NA
"89",-0.158371040723982,-0.2018779342723,-0.446327683615819
"90",0.179487179487179,-0.12280701754386,-0.361702127659574
"91",0.35,-0.0612244897959184,-0.507246376811594
"92",0.657657657657658,0.224489795918367,-0.0857142857142857
"93",0.661538461538462,0.102040816326531,0.0222222222222222
"94",0,-0.0163934426229508,-0.0689655172413793
"95",-0.333333333333333,-0.310344827586207,-0.117647058823529
"96",-0.0909090909090909,-0.333333333333333,-0.0746268656716418
"97",-0.285714285714286,-0.384615384615385,-0.0746268656716418
"98",-0.623188405797101,-0.635036496350365,-0.302325581395349
"99",-0.037037037037037,-0.659259259259259,-0.365853658536585
"100",-0.719626168224299,-0.628318584070796,-0.393939393939394
"101",-0.706666666666667,-0.560975609756098,-0.438202247191011
"102",-0.548387096774194,-0.411764705882353,-0.44
"103",NA,NA,NA
"104",NA,NA,NA
"105",NA,NA,NA
"106",NA,NA,NA
"107",NA,NA,NA
"108",NA,NA,NA
"109",NA,NA,NA
"110",NA,NA,NA
"111",NA,NA,NA
"112",NA,NA,NA
"113",-0.185185185185185,-0.230769230769231,-0.461928934010152
"114",0.170731707317073,-0.133333333333333,-0.387755102040816
"115",0.384615384615385,-0.0212765957446809,-0.476923076923077
"116",0.644859813084112,0.24,-0.0857142857142857
"117",0.626016260162602,0.0612244897959184,-0.0222222222222222
"118",0.4375,-0.180327868852459,-0.142857142857143
"119",-0.176470588235294,-0.44578313253012,-0.153846153846154
"120",0.613445378151261,-0.179487179487179,-0.277777777777778
"121",0.494505494505495,-0.393939393939394,-0.194805194805195
"122",-0.622377622377622,-0.645390070921986,-0.348837209302326
"123",-0.102040816326531,-0.648854961832061,-0.367088607594937
"124",-0.70048309178744,-0.614678899082569,-0.396825396825397
"125",-0.718518518518519,-0.567567567567568,-0.414634146341463
"126",-0.4375,-0.393939393939394,-0.415384615384615
"127",NA,NA,NA
"128",NA,NA,NA
"129",NA,NA,NA
"130",NA,NA,NA
"131",NA,NA,NA
"132",NA,NA,NA
"133",NA,NA,NA
"134",NA,NA,NA
"135",NA,NA,NA
"136",NA,NA,NA
"137",-0.160975609756098,-0.214285714285714,-0.469135802469136
"138",0,-0.189189189189189,-0.491525423728814
"139",0.367088607594937,0.0384615384615385,-0.449275362318841
"140",0.631067961165049,0.224489795918367,-0.117647058823529
"141",-0.180327868852459,-0.0909090909090909,-0.241379310344828
"142",-0.408450704225352,-0.388888888888889,-0.298701298701299
"143",-0.1875,-0.357142857142857,-0.206349206349206
"144",0.333333333333333,-0.417721518987342,-0.191489361702128
"145",-0.28,-0.523809523809524,-0.246753246753247
"146",-0.371428571428571,-0.511811023622047,-0.297297297297297
"147",-0.402061855670103,-0.545454545454545,-0.402061855670103
"148",-0.703703703703704,-0.533333333333333,-0.393939393939394
"149",-0.684210526315789,-0.473684210526316,-0.417721518987342
"150",-0.538461538461538,-0.333333333333333,-0.411764705882353
"151",NA,NA,NA
"152",NA,NA,NA
"153",NA,NA,NA
"154",NA,NA,NA
"155",NA,NA,NA
"156",NA,NA,NA
"157",NA,NA,NA
"158",NA,NA,NA
"159",NA,NA,NA
"160",NA,NA,NA
"161",-0.162629757785467,-0.360323886639676,-0.435897435897436
"162",0.179487179487179,-0.103448275862069,-0.333333333333333
"163",0.368421052631579,0,-0.476923076923077
"164",0.692307692307692,0.288888888888889,-0.0158730158730159
"165",0.419354838709677,-0.107692307692308,-0.220338983050847
"166",-0.0175438596491228,-0.348837209302326,-0.303370786516854
"167",-0.36,-0.402061855670103,-0.333333333333333
"168",0.272727272727273,-0.505882352941176,-0.347368421052632
"169",0.194805194805195,-0.441860465116279,-0.291666666666667
"170",-0.311475409836066,-0.441441441441441,-0.355932203389831
"171",-0.409090909090909,-0.55,-0.377777777777778
"172",-0.555555555555556,-0.555555555555556,-0.4
"173",-0.371428571428571,-0.411764705882353,-0.371428571428571
"174",-0.553398058252427,-0.428571428571429,-0.454545454545455
"175",NA,NA,NA
"176",NA,NA,NA
"177",NA,NA,NA
"178",NA,NA,NA
"179",NA,NA,NA
"180",NA,NA,NA
"181",NA,NA,NA
"182",NA,NA,NA
"183",NA,NA,NA
"184",NA,NA,NA
"185",-0.179487179487179,-0.357933579335793,-0.4375
"186",0.194805194805195,-0.0163934426229508,-0.319148936170213
"187",0.368421052631579,-0.0434782608695652,-0.454545454545455
"188",0.479452054794521,-0.027027027027027,-0.134328358208955
"189",0,-0.25,-0.136363636363636
"190",-0.210526315789474,-0.4375,-0.295774647887324
"191",-0.255813953488372,-0.44,-0.285714285714286
"192",0.467889908256881,-0.578231292517007,-0.318181818181818
"193",0.0545454545454545,-0.464788732394366,-0.268292682926829
"194",-0.633802816901408,-0.578231292517007,-0.348837209302326
"195",-0.565217391304348,-0.636363636363636,-0.367088607594937
"196",-0.6,-0.581395348837209,-0.402061855670103
"197",-0.68944099378882,-0.563218390804598,-0.431578947368421
"198",-0.531914893617021,-0.398058252427184,-0.398058252427184
"199",NA,NA,NA
"200",NA,NA,NA
"201",NA,NA,NA
"202",NA,NA,NA
"203",NA,NA,NA
"204",NA,NA,NA
"205",NA,NA,NA
"206",NA,NA,NA
"207",NA,NA,NA
"208",NA,NA,NA
"209",-0.0364372469635627,-0.248780487804878,-0.333333333333333
"210",0.371428571428571,0.12,-0.294117647058824
"211",0.384615384615385,-0.0212765957446809,-0.454545454545455
"212",0.692307692307692,0.2,0
"213",-0.176470588235294,-0.176470588235294,-0.230769230769231
"214",-0.0303030303030303,-0.333333333333333,-0.307692307692308
"215",-0.0454545454545455,-0.314285714285714,-0.314285714285714
"216",0.631067961165049,-0.357142857142857,-0.0857142857142857
"217",-0.105263157894737,-0.377049180327869,-0.333333333333333
"218",-0.6,-0.523809523809524,-0.347368421052632
"219",0.3,0.0344827586206897,-0.382716049382716
"220",-0.111111111111111,-0.333333333333333,-0.318681318681319
"221",-0.62874251497006,-0.511111111111111,-0.387755102040816
"222",-0.285714285714286,-0.384615384615385,-0.358490566037736
"223",NA,NA,NA
"224",NA,NA,NA
"225",NA,NA,NA
"226",NA,NA,NA
"227",NA,NA,NA
"228",NA,NA,NA
"229",NA,NA,NA
"230",NA,NA,NA
"231",NA,NA,NA
"232",NA,NA,NA
"233",-0.175572519083969,-0.350877192982456,-0.452830188679245
"234",0.0909090909090909,-0.111111111111111,-0.403508771929825
"235",0.384615384615385,0,-0.454545454545455
"236",0.70048309178744,0.270588235294118,0.0158730158730159
"237",-0.142857142857143,-0.0746268656716418,-0.241379310344828
"238",-0.367088607594937,-0.565217391304348,-0.35
"239",0.294117647058824,-0.333333333333333,-0.246753246753247
"240",0.304347826086957,-0.560975609756098,-0.333333333333333
"241",-0.379310344827586,-0.428571428571429,-0.276595744680851
"242",-0.631578947368421,-0.569620253164557,-0.347826086956522
"243",-0.560975609756098,-0.548387096774194,-0.352112676056338
"244",-0.408450704225352,-0.351351351351351,-0.219512195121951
"245",-0.673202614379085,-0.542168674698795,-0.406593406593407
"246",-0.546218487394958,-0.415384615384615,-0.4375
"247",NA,NA,NA
"248",NA,NA,NA
"249",NA,NA,NA
"250",NA,NA,NA
"251",NA,NA,NA
"252",NA,NA,NA
"253",NA,NA,NA
"254",NA,NA,NA
"255",NA,NA,NA
"256",NA,NA,NA
"257",-0.0810810810810811,-0.306122448979592,-0.379310344827586
"258",0.179487179487179,-0.0847457627118644,-0.28
"259",0.24,-0.134328358208955,-0.407407407407407
"260",0.644859813084112,0.136363636363636,-0.0555555555555556
"261",0.209302325581395,-0.283018867924528,-0.283018867924528
"262",-0.183673469387755,-0.506493506493506,-0.318181818181818
"263",-0.304347826086957,-0.428571428571429,-0.363636363636364
"264",0.358490566037736,-0.528089887640449,-0.333333333333333
"265",-0.135135135135135,-0.377049180327869,-0.292307692307692
"266",-0.487179487179487,-0.506493506493506,-0.348837209302326
"267",-0.133333333333333,-0.431578947368421,-0.333333333333333
"268",-0.272727272727273,-0.448275862068966,-0.4
"269",-0.214285714285714,-0.387755102040816,-0.373737373737374
"270",-0.0857142857142857,-0.36322869955157,-0.36322869955157
"271",NA,NA,NA
"272",NA,NA,NA
"273",NA,NA,NA
"274",NA,NA,NA
"275",NA,NA,NA
"276",NA,NA,NA
"277",NA,NA,NA
"278",NA,NA,NA
"279",NA,NA,NA
"280",NA,NA,NA
"281",-0.170731707317073,-0.355932203389831,-0.44578313253012
"282",-0.294117647058824,-0.442622950819672,-0.676190476190476
"283",0.540740740740741,0.234567901234568,-0.26530612244898
"284",0.377049180327869,-0.169230769230769,-0.407407407407407
"285",0.12280701754386,-0.282051282051282,-0.388888888888889
"286",-0.382716049382716,-0.577464788732394,-0.365853658536585
"287",-0.224489795918367,-0.5,-0.348314606741573
"288",-0.333333333333333,-0.55,-0.347826086956522
"289",0.0526315789473684,-0.52112676056338,-0.285714285714286
"290",-0.611940298507463,-0.542857142857143,-0.317073170731707
"291",0.277777777777778,-0.625,-0.333333333333333
"292",-0.714285714285714,-0.584905660377358,-0.354838709677419
"293",-0.726618705035971,-0.538461538461538,-0.395348837209302
"294",-0.559322033898305,-0.352941176470588,-0.415384615384615
"295",NA,NA,NA
"296",NA,NA,NA
"297",NA,NA,NA
"298",NA,NA,NA
"299",NA,NA,NA
"300",NA,NA,NA
"301",NA,NA,NA
"302",NA,NA,NA
"303",NA,NA,NA
"304",NA,NA,NA
"305",-0.207547169811321,-0.383783783783784,-0.438202247191011
"306",-0.27536231884058,-0.466666666666667,-0.660377358490566
"307",0.553956834532374,0.173333333333333,-0.26530612244898
"308",0.354838709677419,-0.230769230769231,-0.428571428571429
"309",-0.219512195121951,-0.298701298701299,-0.388888888888889
"310",-0.414634146341463,-0.567567567567568,-0.364705882352941
"311",-0.266666666666667,-0.333333333333333,-0.134328358208955
"312",-0.245901639344262,-0.407407407407407,-0.117647058823529
"313",0.617977528089888,-0.307692307692308,-0.0625
"314",-0.56390977443609,-0.507246376811594,-0.3
"315",-0.0566037735849057,-0.635036496350365,-0.382716049382716
"316",-0.711627906976744,-0.6,-0.393939393939394
"317",-0.706666666666667,-0.560975609756098,-0.471264367816092
"318",-0.6,-0.470588235294118,-0.666666666666667
"319",NA,NA,NA
"320",NA,NA,NA
"321",NA,NA,NA
"322",NA,NA,NA
"323",NA,NA,NA
"324",NA,NA,NA
"325",NA,NA,NA
"326",NA,NA,NA
"327",NA,NA,NA
"328",NA,NA,NA
"329",-0.142857142857143,-0.333333333333333,-0.428571428571429
"330",0,-0.215189873417722,-0.476923076923077
"331",0.421052631578947,0.0434782608695652,-0.396825396825397
"332",0.6,0.16,-0.135135135135135
"333",0.302325581395349,-0.0526315789473684,-0.153846153846154
"334",-0.125,-0.358490566037736,-0.142857142857143
"335",0.0256410256410256,-0.333333333333333,-0.134328358208955
"336",0.63265306122449,-0.333333333333333,-0.107692307692308
"337",-0.0847457627118644,-0.28,-0.0158730158730159
"338",-0.476923076923077,-0.5,-0.315068493150685
"339",-0.215189873417722,-0.432835820895522,-0.333333333333333
"340",-0.260869565217391,-0.414634146341463,-0.397590361445783
"341",-0.255813953488372,-0.384615384615385,-0.384615384615385
"342",-0.0746268656716418,-0.285714285714286,-0.285714285714286
"343",NA,NA,NA
"344",NA,NA,NA
"345",NA,NA,NA
"346",NA,NA,NA
"347",NA,NA,NA
"348",NA,NA,NA
"349",NA,NA,NA
"350",NA,NA,NA
"351",NA,NA,NA
"352",NA,NA,NA
"353",-0.115384615384615,-0.307042253521127,-0.406060606060606
"354",0.0232558139534884,-0.183098591549296,-0.460869565217391
"355",0.449275362318841,0.05,-0.357142857142857
"356",0.615384615384615,0.166666666666667,-0.111111111111111
"357",0.577464788732394,-0.0909090909090909,-0.153846153846154
"358",0.0526315789473684,-0.384615384615385,-0.180327868852459
"359",-0.225806451612903,-0.225806451612903,-0.151515151515152
"360",-0.180327868852459,-0.309090909090909,-0.0909090909090909
"361",0.111111111111111,-0.333333333333333,-0.0491803278688525
"362",-0.587786259541985,-0.540740740740741,-0.3
"363",0.0181818181818182,-0.62406015037594,-0.367088607594937
"364",-0.719626168224299,-0.6,-0.393939393939394
"365",-0.718120805369127,-0.560975609756098,-0.471264367816092
"366",-0.62406015037594,-0.479452054794521,-0.6875
"367",-0.5,-1,-1
"368",NA,NA,NA
"369",NA,NA,NA
"370",NA,NA,NA
"371",NA,NA,NA
"372",NA,NA,NA
"373",NA,NA,NA
"374",NA,NA,NA
"375",NA,NA,NA
"376",NA,NA,NA
"377",-0.192982456140351,-0.377215189873418,-0.435356200527704
"378",-0.0204081632653061,-0.219512195121951,-0.515151515151515
"379",0.464788732394366,0.0731707317073171,-0.357142857142857
"380",0.615384615384615,0.2,-0.111111111111111
"381",0.622377622377622,-0.0188679245283019,-0.102040816326531
"382",-0.142857142857143,-0.333333333333333,-0.12280701754386
"383",-0.263157894736842,-0.384615384615385,-0.125
"384",-0.142857142857143,-0.358490566037736,-0.0909090909090909
"385",-0.0666666666666667,-0.254901960784314,-0.032258064516129
"386",-0.587786259541985,-0.540740740740741,-0.3
"387",-0.08,-0.62406015037594,-0.367088607594937
"388",-0.719626168224299,-0.614035087719298,-0.393939393939394
"389",-0.732484076433121,-0.581395348837209,-0.494505494505495
"390",-0.633802816901408,-0.468354430379747,-0.705882352941177
"391",-0.5,-1,-1
"392",NA,NA,NA
"393",NA,NA,NA
"394",NA,NA,NA
"395",NA,NA,NA
"396",NA,NA,NA
"397",NA,NA,NA
"398",NA,NA,NA
"399",NA,NA,NA
"400",NA,NA,NA
"401",-0.161290322580645,-0.358490566037736,-0.425742574257426
"402",-0.0196078431372549,-0.253012048192771,-0.507246376811594
"403",0.479452054794521,0.155555555555556,-0.357142857142857
"404",0.615384615384615,0.215686274509804,-0.111111111111111
"405",0.636363636363636,0.0943396226415094,-0.0434782608695652
"406",0.173333333333333,-0.319148936170213,-0.087719298245614
"407",0.0769230769230769,-0.333333333333333,-0.107692307692308
"408",0.027027027027027,-0.358490566037736,-0.0909090909090909
"409",-0.207547169811321,-0.28,-0.032258064516129
"410",-0.6,-0.542857142857143,-0.317073170731707
"411",-0.674418604651163,-0.636363636363636,-0.367088607594937
"412",-0.688073394495413,-0.614035087719298,-0.393939393939394
"413",-0.706666666666667,-0.560975609756098,-0.471264367816092
"414",-0.587786259541985,-0.424657534246575,-0.71900826446281
"415",-0.333333333333333,-1,-1
"416",NA,NA,NA
"417",NA,NA,NA
"418",NA,NA,NA
"419",NA,NA,NA
"420",NA,NA,NA
"421",NA,NA,NA
"422",NA,NA,NA
"423",NA,NA,NA
"424",NA,NA,NA
"425",-0.027027027027027,-0.357142857142857,-0.444180522565321
"426",0.0869565217391304,-0.2,-0.423728813559322
"427",0.44,0.125,-0.4
"428",0.615384615384615,0.215686274509804,-0.111111111111111
"429",-0.102040816326531,0.0526315789473684,-0.102040816326531
"430",-0.0158730158730159,-0.333333333333333,-0.103448275862069
"431",0,-0.161290322580645,-0.107692307692308
"432",0.582417582417582,-0.266666666666667,-0.117647058823529
"433",-0.384615384615385,-0.333333333333333,-0.0909090909090909
"434",-0.611510791366906,-0.555555555555556,-0.333333333333333
"435",-0.349397590361446,-0.623188405797101,-0.382716049382716
"436",-0.714285714285714,-0.613445378151261,-0.411764705882353
"437",-0.721518987341772,-0.581395348837209,-0.494505494505495
"438",-0.589041095890411,-0.45,-0.777777777777778
"439",-0.428571428571429,-0.666666666666667,-0.666666666666667
"440",NA,NA,NA
"441",NA,NA,NA
"442",NA,NA,NA
"443",NA,NA,NA
"444",NA,NA,NA
"445",NA,NA,NA
"446",NA,NA,NA
"447",NA,NA,NA
"448",NA,NA,NA
"449",-0.102040816326531,-0.341614906832298,-0.402597402597403
"450",0.0666666666666667,-0.150684931506849,-0.423728813559322
"451",0.464788732394366,0.0952380952380952,-0.333333333333333
"452",0.616161616161616,0.283018867924528,-0.0857142857142857
"453",0.478260869565217,0.0943396226415094,-0.0434782608695652
"454",-0.185185185185185,-0.361702127659574,-0.12280701754386
"455",-0.2,-0.384615384615385,-0.125
"456",0.530864197530864,-0.357142857142857,-0.101449275362319
"457",-0.259259259259259,-0.283018867924528,-0.0625
"458",-0.565217391304348,-0.542857142857143,-0.301204819277108
"459",-0.311475409836066,-0.454545454545455,0.375
"460",-0.433962264150943,-0.490196078431373,-0.433962264150943
"461",-0.70414201183432,-0.582417582417582,-0.484536082474227
"462",-0.4,-0.448275862068966,-0.448275862068966
"463",-0.5,-0.5,-0.5
"464",NA,NA,NA
"465",NA,NA,NA
"466",NA,NA,NA
"467",NA,NA,NA
"468",NA,NA,NA
"469",NA,NA,NA
"470",NA,NA,NA
"471",NA,NA,NA
"472",NA,NA,NA
"473",-0.357142857142857,-0.737142857142857,-0.52
"474",0.0869565217391304,-0.166666666666667,-0.423728813559322
"475",0.485714285714286,0.28,-0.309090909090909
"476",0.631067961165049,0.254901960784314,-0.0857142857142857
"477",0.478260869565217,0.0769230769230769,-0.0434782608695652
"478",-0.172413793103448,-0.36,-0.114754098360656
"479",-0.290322580645161,-0.355932203389831,-0.142857142857143
"480",0.333333333333333,-0.381818181818182,-0.117647058823529
"481",-0.214285714285714,-0.283018867924528,-0.0461538461538462
"482",-0.546666666666667,-0.526315789473684,-0.318181818181818
"483",0.142857142857143,-0.523809523809524,-0.333333333333333
"484",-0.538461538461538,-0.481481481481481,-0.403508771929825
"485",-0.68944099378882,-0.545454545454545,-0.478260869565217
"486",-0.415384615384615,-0.393939393939394,-0.508196721311475
"487",-0.5,-0.5,-0.5
"488",NA,NA,NA
"489",NA,NA,NA
"490",NA,NA,NA
"491",NA,NA,NA
"492",NA,NA,NA
"493",NA,NA,NA
"494",NA,NA,NA
"495",NA,NA,NA
"496",NA,NA,NA
"497",0.0857142857142857,-0.163636363636364,-0.28
"498",-0.0204081632653061,-0.234567901234568,-0.470588235294118
"499",0.424657534246575,0.0869565217391304,-0.354838709677419
"500",0.6,0.230769230769231,-0.0810810810810811
"501",0.0491803278688525,-0.234042553191489,-0.318181818181818
"502",0.027027027027027,-0.285714285714286,-0.263157894736842
"503",0,-0.311475409836066,-0.176470588235294
"504",0.206349206349206,-0.36986301369863,-0.136363636363636
"505",-0.0476190476190476,-0.23943661971831,-0.1
"506",-0.333333333333333,-0.484536082474227,-0.384615384615385
"507",0.407407407407407,-0.361702127659574,-0.347368421052632
"508",-0.619047619047619,-0.528089887640449,-0.387755102040816
"509",-0.645390070921986,-0.506493506493506,-0.487179487179487
"510",-0.6,-0.438202247191011,-0.695364238410596
"511",-0.2,-0.5,-0.5
"512",NA,NA,NA
"513",NA,NA,NA
"514",NA,NA,NA
"515",NA,NA,NA
"516",NA,NA,NA
"517",NA,NA,NA
"518",NA,NA,NA
"519",NA,NA,NA
"520",NA,NA,NA
"521",-0.469387755102041,-0.75609756097561,-0.565217391304348
"522",0.0869565217391304,-0.217391304347826,-0.292307692307692
"523",0.180327868852459,-0.162790697674419,-0.333333333333333
"524",0.6,0.148936170212766,-0.111111111111111
"525",0.292307692307692,0.0416666666666667,-0.0222222222222222
"526",0.181818181818182,-0.398058252427184,-0.161290322580645
"527",-0.206349206349206,-0.447619047619048,-0.151515151515152
"528",-0.142857142857143,-0.358490566037736,-0.0909090909090909
"529",0.636363636363636,-0.28,-0.032258064516129
"530",-0.565217391304348,-0.5,-0.317073170731707
"531",0.0967741935483871,-0.611510791366906,-0.365853658536585
"532",-0.684210526315789,-0.714285714285714,-0.582417582417582
"533",-0.822064056939502,-0.828571428571429,-0.471264367816092
"534",-0.620253164556962,-0.438202247191011,-0.695364238410596
"535",-0.333333333333333,-0.5,-0.5
"536",NA,NA,NA
"537",NA,NA,NA
"538",NA,NA,NA
"539",NA,NA,NA
"540",NA,NA,NA
"541",NA,NA,NA
"542",NA,NA,NA
"543",NA,NA,NA
"544",NA,NA,NA
"545",-0.454545454545455,-0.815602836879433,-0.542168674698795
"546",0.0697674418604651,-0.290322580645161,-0.428571428571429
"547",0.470588235294118,0.2,-0.333333333333333
"548",0.616161616161616,0.136363636363636,-0.0857142857142857
"549",0.536,-0.0357142857142857,-0.137254901960784
"550",-0.0909090909090909,-0.398058252427184,-0.161290322580645
"551",0.05,-0.288135593220339,-0.151515151515152
"552",-0.225806451612903,-0.310344827586207,-0.117647058823529
"553",-0.192982456140351,-0.283018867924528,-0.0793650793650794
"554",-0.552238805970149,-0.552238805970149,-0.3
"555",-0.255813953488372,-0.62406015037594,-0.367088607594937
"556",-0.688073394495413,-0.586206896551724,-0.393939393939394
"557",-0.684210526315789,-0.542168674698795,-0.471264367816092
"558",-0.553398058252427,-0.428571428571429,-0.649484536082474
"559",-0.428571428571429,-0.538461538461538,-0.538461538461538
"560",NA,NA,NA
"561",NA,NA,NA
"562",NA,NA,NA
"563",NA,NA,NA
"564",NA,NA,NA
"565",NA,NA,NA
"566",NA,NA,NA
"567",NA,NA,NA
"568",NA,NA,NA
"569",-0.384615384615385,-0.748987854251012,-0.5
"570",0.0697674418604651,-0.355932203389831,-0.403508771929825
"571",0.432835820895522,-0.027027027027027,-0.357142857142857
"572",0.6,0.05,-0.0857142857142857
"573",0.548387096774194,0,-0.142857142857143
"574",-0.0461538461538462,-0.36,-0.152542372881356
"575",-0.107692307692308,-0.2,-0.125
"576",0.28,-0.285714285714286,-0.0909090909090909
"577",-0.220338983050847,-0.309090909090909,-0.107692307692308
"578",-0.507246376811594,-0.529411764705882,-0.3
"579",-0.181818181818182,-0.625,-0.368421052631579
"580",-0.669565217391304,-0.573770491803279,-0.391304347826087
"581",-0.478260869565217,-0.478260869565217,-0.431578947368421
"582",-0.0526315789473684,-0.276595744680851,-0.276595744680851
"583",-0.272727272727273,-0.555555555555556,-0.4
"584",NA,NA,NA
"585",NA,NA,NA
"586",NA,NA,NA
"587",NA,NA,NA
"588",NA,NA,NA
"589",NA,NA,NA
"590",NA,NA,NA
"591",NA,NA,NA
"592",NA,NA,NA
"593",-0.204301075268817,-0.405857740585774,-0.454545454545455
"594",-0.241379310344828,-0.425742574257426,-0.655172413793103
"595",0.219512195121951,-0.0491803278688525,-0.542168674698795
"596",0.310344827586207,-0.212121212121212,-0.428571428571429
"597",0.257142857142857,-0.3,-0.405405405405405
"598",-0.333333333333333,-0.454545454545455,-0.382716049382716
"599",0.393939393939394,-0.212121212121212,-0.509433962264151
"600",0.230769230769231,-0.495327102803738,-0.355932203389831
"601",-0.352941176470588,-0.6,-0.46031746031746
"602",-0.163636363636364,-0.391304347826087,-0.391304347826087
"603",0.159420289855072,-0.567567567567568,-0.364705882352941
"604",-0.573770491803279,-0.548387096774194,-0.371428571428571
"605",-0.475728155339806,-0.420560747663551,-0.420560747663551
"606",-0.111111111111111,-0.403508771929825,-0.428571428571429
"607",-0.333333333333333,-1,-1
"608",NA,NA,NA
"609",NA,NA,NA
"610",NA,NA,NA
"611",NA,NA,NA
"612",NA,NA,NA
"613",NA,NA,NA
"614",NA,NA,NA
"615",NA,NA,NA
"616",NA,NA,NA
"617",-0.421052631578947,-0.770491803278688,-0.5
"618",-0.290322580645161,-0.523809523809524,-0.666666666666667
"619",0.215189873417722,-0.127272727272727,-0.55
"620",0.310344827586207,-0.25,-0.428571428571429
"621",-0.315068493150685,-0.315068493150685,-0.391304347826087
"622",-0.191489361702128,-0.513513513513513,-0.382716049382716
"623",-0.411764705882353,-0.578947368421053,-0.363636363636364
"624",0.0746268656716418,-0.55,-0.362637362637363
"625",-0.425287356321839,-0.55,-0.347826086956522
"626",-0.351351351351351,-0.612903225806452,-0.333333333333333
"627",-0.142857142857143,-0.454545454545455,-0.411764705882353
"628",-0.614035087719298,-0.572649572649573,-0.373134328358209
"629",-0.666666666666667,-0.5,-0.428571428571429
"630",-0.533333333333333,-0.415384615384615,-0.6
"631",-0.25,-0.666666666666667,-0.428571428571429
"632",NA,NA,NA
"633",NA,NA,NA
"634",NA,NA,NA
"635",NA,NA,NA
"636",NA,NA,NA
"637",NA,NA,NA
"638",NA,NA,NA
"639",NA,NA,NA
