"","rii_calc_shrub","rii_calc_triangle","rii_calc_square"
"1",-0.0929617925883366,-0.0325259515570934,0.42649552679776
"2",-0.208608983827125,-0.144364790222118,-0.0357503749481454
"3",-0.201623541349569,-0.139694913623021,-0.0469685918263599
"4",-0.193935890023768,-0.149568896201091,-0.0569475563845638
"5",-0.157230573787847,-0.12504116807553,-0.0607734806629834
"6",-0.054883076618622,-0.0566255905381744,-0.044598677227076
"7",0.00199883401349213,-0.00404281614612793,-0.0122059382523124
"8",0.0161403508771929,0.0138733931603201,-0.00708411770534037
"9",0.014381060319859,0.00964190813615083,-0.0148069392941421
"10",0.017823756699489,0.0149076475919617,-0.0153984923651826
"11",-0.0125765457299006,-0.0190179577231462,-0.022235517000698
"12",0.0245593548151662,0.0211301131577984,-0.0259067357512954
"13",0.0480905776242564,0.0374136458899325,-0.00788361508452532
"14",-0.0204339582894459,-0.0246213723665284,-0.0121609762213213
"15",0.0283756111830833,0.0204339582894459,-0.00418952187621473
"16",0.0186753276882032,0.00754702225002931,-0.0233870967741936
"17",-0.0278828754729396,-0.0319996696808291,-0.0237987957235899
"18",0.148743345301473,0.0524516964802513,-0.0373566686783343
"19",0.131740589303068,0.0504892524863651,-0.0040923644536799
"20",0.127171397842454,0.0642230685907964,0.0458019346908236
"21",0.0163897366338872,0.0387261709380129,0.0695322762960926
"22",0.0229060519896656,0.0452308082873785,0.0968568226692993
"23",-0.0620756271484985,-0.0282759379469688,0.100123966444811
"24",-0.0729936642027455,-0.0243324638667322,0.106339940415334
"25",-0.0837188160111233,-0.00284547816404805,0.115876270668819
"26",-0.220382048963615,-0.14740444214876,-0.0192910676047721
"27",-0.206613281789314,-0.140691110410163,-0.0302268239732016
"28",-0.211587142379519,-0.132961143367575,-0.04392020494038
"29",-0.172818204226723,-0.119626469167606,-0.0587449933244326
"30",-0.0843359053112592,-0.0745475331462592,-0.0680775077109251
"31",-0.0239101777353516,-0.0239101777353516,-0.0442744552619379
"32",-0.0312470764337169,-0.0358745448138142,-0.0198690814886776
"33",-0.0255694026643747,-0.0334803908301079,-0.0177514792899408
"34",0.00263910270508027,0.00263910270508027,-0.018671907903973
"35",0.0569932685115931,0.0516022265683768,-0.0280495759947815
"36",0.0212576374745417,0.0152723081356258,-0.0190179577231462
"37",0.0334380453752182,0.023657582061136,-0.0140989489874391
"38",0.00426092686141004,0.00848569678943228,-0.040341456698334
"39",0.0223955943093162,0.0179789784252259,-0.00928645882687386
"40",0.00392633070228697,0,-0.011966936710943
"41",0.0313460920648033,0.0356832823137021,-0.023767947225456
"42",0.126238293725979,0.0477567033420844,-0.0367729710633651
"43",0.152940734055355,0.0826715536550601,-0.00213551630555679
"44",0.186238044633369,0.0805023265122329,0.0431613474254178
"45",0.0465074945198175,0.0614512108002507,0.0746852181912263
"46",0.0319631124521599,0.029096959295699,0.0990322894378526
"47",-0.0711205492658649,-0.0227906050955413,0.0952946872661649
"48",-0.071228044023751,-0.0210397944564819,0.104357941090939
"49",-0.0650278135399713,-0.0209337524740948,0.129059812081603
"50",-0.22150111677694,-0.15102057024859,-0.0224436703558358
"51",-0.194388475255633,-0.129014187792184,-0.0304534552958893
"52",-0.189724811362628,-0.125045907178309,-0.0357825994551462
"53",-0.148831878261718,-0.0992521379986233,-0.0428459163004859
"54",-0.0704692838714176,-0.0596518353879923,-0.0474332032422696
"55",0,0.00933221142813431,-0.0152272326415427
"56",0.00823054065031956,0.00412158681092221,-0.0189549517889697
"57",-0.0107468982073545,-0.0129058368558323,-0.0107468982073545
"58",-0.00682642734389921,-0.00911461448290711,-0.0137466955058881
"59",0.0188941579561536,0.0142440192581136,-0.00973553085473362
"60",0.0177188526113623,0.0177188526113623,-0.0215192320082469
"61",0.021085589205065,0.0132663035888843,-0.0136569690709818
"62",-0.021002326605043,-0.0240933459476505,-0.0149076475919617
"63",0.026499474952128,0.0236347303534368,-0.00918899881535552
"64",0.0190179577231462,0.0127704978160114,-0.00978820640496575
"65",-0.0359128269840728,-0.0393156544054747,-0.015988761038266
"66",0.106182795698925,0.0313865526476531,-0.0334110334110334
"67",0.113505461767627,0.0508744883312956,-0.00550038483921229
"68",0.163844849398401,0.062728177895785,0.0428888341138772
"69",0.0604816934874177,0.0561748989611306,0.077530785647062
"70",0.039855162322363,0.0271642166101269,0.101898785565982
"71",-0.0337816778153397,-0.0266923827892469,0.0866088356476333
"72",-0.0533086928708508,-0.0222702553548639,0.104303501631946
"73",-0.0265631768107798,-0.00277888958774089,0.105680775114737
"74",-0.20533138892761,-0.118064811315125,-0.00418978193480379
"75",-0.182590320661428,-0.134604218130284,-0.0307289291813069
"76",-0.224749401033553,-0.166092124510275,-0.0581442839639104
"77",-0.167299027744842,-0.11383898266733,-0.0439974125406942
"78",-0.107345099822263,-0.0628140703517588,-0.0583215917620258
"79",-0.0163358185484617,-0.0108377647340239,-0.00901827532372118
"80",-0.0132199638926096,-0.0113156365045534,-0.0132199638926096
"81",-0.00616966580976864,-0.0145152928978746,-0.00824317362184442
"82",-0.0119597989949749,-0.0168139358747791,-0.021714865550482
"83",-0.0192585094268,-0.0192585094268,-0.014381060319859
"84",0.0344445514982175,0.0277467863206404,-0.00716062410492199
"85",0.021085589205065,0.018502055783976,-0.0136569690709818
"86",0,-0.00581680137154057,0
"87",0.0156552561620007,0.0156552561620007,-0.0262095394511736
"88",0.00329557157569516,0,-0.0271341139845049
"89",0,-0.00345472865985318,-0.0175528226836478
"90",0.124281136134159,0.0499595180263847,-0.0422424828234803
"91",0.162089335682454,0.0727324859027048,0
"92",0.152716986750037,0.0788255478942087,0.0487079196336041
"93",0.0638863390373892,0.0420872588604756,0.0936753860030775
"94",0.00712701537541423,0.0283024619849525,0.0985440682376098
"95",-0.0535789587826359,-0.0111585203686358,0.0919889933025284
"96",-0.0263187442455817,-0.0193712431275023,0.0975188333678899
"97",-0.0124386650864504,-0.0124386650864504,0.0988978489323527
"98",-0.190797714704714,-0.130656764910652,-0.0112954282057048
"99",-0.164692134107028,-0.129177817279706,-0.0265945638757914
"100",-0.18037373198078,-0.122151275517973,-0.0331897075454945
"101",-0.193910185226314,-0.13889536238639,-0.065909226101957
"102",-0.0572034746407269,-0.0482099859762391,-0.042253150569602
"103",-0.0189416872805273,-0.0171996960696277,-0.01027356144413
"104",-0.0609021598704442,-0.0684650344524263,-0.0155721999651629
"105",-0.0492994485020122,-0.0550195762537232,-0.0160018762064549
"106",-0.00933221142813431,-0.00186021791124101,-0.00744416873449133
"107",-0.00192662919339785,-0.00192662919339785,-0.00968775020016016
"108",-0.00773118644744992,-0.0116519262780018,-0.0136033918058151
"109",0.00885530159024529,0.00444734207278736,-0.0112821968353083
"110",-0.0667810444773714,-0.0667810444773714,-0.0237489397794741
"111",0.0256742528549444,0.0181194906953966,-0.0160472972972973
"112",0.021656848515894,0.016338092649289,-0.00555750555750559
"113",0.0245595914385724,0.0165176892591629,-0.00848362600854289
"114",0.0869036129411271,0.0298707088720464,-0.0224362739339834
"115",0.131160275930644,0.0558341353053403,0.00528291147121081
"116",0.160485077565163,0.0734667864074857,0.0466779933828132
"117",0.0672386854161701,0.0414478160293917,0.0910920726672171
"118",0.0266063902427539,-0.00565576462288825,0.0652119841718485
"119",-0.00853576834321732,-0.0200138026224984,0.0406448415040007
"120",-0.00276671840205137,-0.0391002855311462,0.0508835426868214
"121",-0.0262560490792111,-0.0332010346057795,0.0755065191584449
"122",-0.159454740517912,-0.116655523815312,-0.0180176020243252
"123",-0.173017985945578,-0.146852300242131,-0.0347633742046479
"124",-0.167109972744886,-0.119538854064951,-0.0371270997675301
"125",-0.128085111464017,-0.0906068546757939,-0.0386429348841811
"126",-0.0108820245627094,-0.00776160159090577,-0.0108820245627094
"127",0.0118169881830118,0.0134776325076463,-0.0068433239001801
"128",0.0141263142836707,0.0158684825875087,-0.00900406280882839
"129",0.0185600730232381,0.0185600730232381,-0.00950629841170489
"130",0.0212341740604127,0.0212341740604127,-0.00594262295081973
"131",0.0223877438740531,0.0263640386925459,-0.0104765862513944
"132",0.0020997375328084,0.0020997375328084,-0.00846577219778525
"133",0.0200462066229493,0.0200462066229493,-0.00685752649498868
"134",-0.00233111672760285,-0.00705093437207233,-0.00941507895322115
"135",0.0218200356869742,0.0265594480099439,-0.00750892669607229
"136",0.0233298244755073,0.0233298244755073,-0.00478517100690075
"137",0,0,-0.00968849332485697
"138",0.0766385529925821,0.0186617132489525,-0.00637930270677358
"139",0.103457824235921,0.0293423271500843,0.00188817386613231
"140",0.100280311745548,0.0243868156581629,0.0226868718869353
"141",0.00972292831723434,-0.0131660219108611,0.0272328604647534
"142",-0.0370697523775874,-0.030787240269242,0.0428934389478403
"143",-0.0495612132069925,-0.0511059403997645,0.051613148009966
"144",-0.0255404951271424,-0.0533431131437775,0.0306784192276133
"145",-0.0873836608066185,-0.0766453351296733,0.0198449688465879
"146",-0.115088575062612,-0.0938746108924391,-0.0126461692347996
"147",-0.10345294332625,-0.0895895427632019,-0.0243130159448151
"148",-0.165047747858519,-0.117989459608275,-0.02677775904833
"149",-0.132851566280608,-0.0826768618866296,-0.0371409584287086
"150",-0.0409859211747146,-0.0211107373919237,-0.0250248262164846
"151",0.0210291266900596,0.016443556936124,-0.00478517100690075
"152",0.0256742528549444,0.020650728609807,-0.00529247910863513
"153",0.0249978123268092,0.0195353748680042,-0.0115297321833863
