rii,microsite
0.777777778,Ephedra californica
0.998958876,Ephedra californica
0.99804878,Ephedra californica
1,Ephedra californica
0.995698925,Ephedra californica
1,Ephedra californica
1,Ephedra californica
1,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
1,Ephedra californica
1,Ephedra californica
0.999081305,Ephedra californica
1,Ephedra californica
1,Ephedra californica
1,Ephedra californica
1,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
-0.256830601,Ephedra californica
0.384615385,Ephedra californica
0.283018868,Ephedra californica
0.161290323,Ephedra californica
0,Ephedra californica
-0.081081081,Ephedra californica
-0.277777778,Ephedra californica
-0.352941176,Ephedra californica
-0.504273504,Ephedra californica
-0.67539267,Ephedra californica
-0.75483871,Ephedra californica
-0.763265306,Ephedra californica
-0.777777778,Ephedra californica
-0.786407767,Ephedra californica
-0.963636364,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
NA,Ephedra californica
