project_id,site,microsite,animal_hit,identified_by,wi_taxon_id,class,order,family,genus,species,common_name,uncertainty,timestamp,number_of_objects,scientific_name,year
2006492,Carrizo_soda_open,square,1,Shirley Chen,4457a0c6-cb68-44c0-9c27-ad08abe57755,Mammalia,Carnivora,Canidae,Vulpes,macrotis,Kit Fox,,2021-01-04 13:12,1,Vulpes macrotis,2023
2006492,Carrizo_4,Ephedra californica,1,Shirley Chen,bb2be16f-b283-455b-9068-aedea2a3d22d,Mammalia,Rodentia,Heteromyidae,Dipodomys,heermanni,Heermann's Kangaroo Rat,,2021-01-04 13:15,1,Dipodomys heermanni,2023
2006492,Carrizo_4,Ephedra californica,1,Shirley Chen,bb2be16f-b283-455b-9068-aedea2a3d22d,Mammalia,Rodentia,Heteromyidae,Dipodomys,heermanni,Heermann's Kangaroo Rat,,2021-01-04 13:45,1,Dipodomys heermanni,2023
2006492,Carrizo_4,Ephedra californica,1,Shirley Chen,bb2be16f-b283-455b-9068-aedea2a3d22d,Mammalia,Rodentia,Heteromyidae,Dipodomys,heermanni,Heermann's Kangaroo Rat,,2021-01-04 14:11,1,Dipodomys heermanni,2023
2006492,Carrizo_4,Ephedra californica,1,Shirley Chen,bb2be16f-b283-455b-9068-aedea2a3d22d,Mammalia,Rodentia,Heteromyidae,Dipodomys,heermanni,Heermann's Kangaroo Rat,,2021-01-04 15:41,1,Dipodomys heermanni,2023
2006492,Carrizo_4,Ephedra californica,1,Shirley Chen,bb2be16f-b283-455b-9068-aedea2a3d22d,Mammalia,Rodentia,Heteromyidae,Dipodomys,heermanni,Heermann's Kangaroo Rat,,2021-01-04 15:48,1,Dipodomys heermanni,2023
2006492,Carrizo_4,Ephedra californica,1,Shirley Chen,bb2be16f-b283-455b-9068-aedea2a3d22d,Mammalia,Rodentia,Heteromyidae,Dipodomys,heermanni,Heermann's Kangaroo Rat,,2021-01-04 15:51,1,Dipodomys heermanni,2023
2006492,Carrizo_4,triangle,1,Shirley Chen,4457a0c6-cb68-44c0-9c27-ad08abe57755,Mammalia,Carnivora,Canidae,Vulpes,macrotis,Kit Fox,,2021-01-04 16:10,1,Vulpes macrotis,2023
2006492,Carrizo_4,Ephedra californica,1,Shirley Chen,404bce49-ba9d-41b0-a6e2-bac7849da257,Mammalia,Rodentia,Heteromyidae,Dipodomys,ingens,Giant Kangaroo Rat,,2021-01-04 16:26,1,Dipodomys ingens,2023
2006492,Carrizo_4,square,1,Shirley Chen,404bce49-ba9d-41b0-a6e2-bac7849da257,Mammalia,Rodentia,Heteromyidae,Dipodomys,ingens,Giant Kangaroo Rat,,2021-01-04 12:25,1,Dipodomys ingens,2023
